flag of North Macedonia and flag of Finland belong to North Macedonia and Finland.	flag of North Macedonia belongs to Finland.	contradiction
flag of North Macedonia and flag of Finland belong to North Macedonia and Finland.	flag of Finland belongs to North Macedonia.	contradiction
flag of North Macedonia and flag of Finland belong to North Macedonia and Finland.	flag of North Macedonia belongs to North Macedonia and Finland.	contradiction
flag of North Macedonia and flag of Finland belong to North Macedonia and Finland.	flag of Finland belongs to North Macedonia and Finland.	contradiction
flag of North Macedonia and flag of Finland belong to North Macedonia and Finland.	flag of North Macedonia and flag of Finland belong to North Macedonia.	contradiction
flag of North Macedonia and flag of Finland belong to North Macedonia and Finland.	flag of North Macedonia and flag of Finland belong to Finland.	contradiction
North Korea and Lebanon's categories of associated people are Category:North Korean people and Category:Lebanese people.	North Korea's category of associated people is Category:North Korean people.	entailment
North Korea and Lebanon's categories of associated people are Category:North Korean people and Category:Lebanese people.	Lebanon's category of associated people is Category:Lebanese people.	entailment
North Korea and Lebanon's categories of associated people are Category:North Korean people and Category:Lebanese people.	North Korea's category of associated people is Category:Lebanese people.	contradiction
North Korea and Lebanon's categories of associated people are Category:North Korean people and Category:Lebanese people.	Lebanon's category of associated people is Category:North Korean people.	contradiction
North Korea and Lebanon's categories of associated people are Category:North Korean people and Category:Lebanese people.	North Korea's categories of associated people are Category:North Korean people and Category:Lebanese people.	contradiction
North Korea and Lebanon's categories of associated people are Category:North Korean people and Category:Lebanese people.	Lebanon's categories of associated people are Category:North Korean people and Category:Lebanese people.	contradiction
North Korea and Lebanon's categories of associated people are Category:North Korean people and Category:Lebanese people.	North Korea and Lebanon's category of associated people is Category:North Korean people.	contradiction
North Korea and Lebanon's categories of associated people are Category:North Korean people and Category:Lebanese people.	North Korea and Lebanon's category of associated people is Category:Lebanese people.	contradiction
2012 Grand Prix Pino Cerami and 2016 Grand Prix Pino Cerami are the sequels of 2011 Grand Prix Pino Cerami and 2015 Grand Prix Pino Cerami.	2012 Grand Prix Pino Cerami is the sequel of 2011 Grand Prix Pino Cerami.	entailment
2012 Grand Prix Pino Cerami and 2016 Grand Prix Pino Cerami are the sequels of 2011 Grand Prix Pino Cerami and 2015 Grand Prix Pino Cerami.	2016 Grand Prix Pino Cerami is the sequel of 2015 Grand Prix Pino Cerami.	entailment
2012 Grand Prix Pino Cerami and 2016 Grand Prix Pino Cerami are the sequels of 2011 Grand Prix Pino Cerami and 2015 Grand Prix Pino Cerami.	2012 Grand Prix Pino Cerami is the sequel of 2015 Grand Prix Pino Cerami.	contradiction
2012 Grand Prix Pino Cerami and 2016 Grand Prix Pino Cerami are the sequels of 2011 Grand Prix Pino Cerami and 2015 Grand Prix Pino Cerami.	2016 Grand Prix Pino Cerami is the sequel of 2011 Grand Prix Pino Cerami.	contradiction
2012 Grand Prix Pino Cerami and 2016 Grand Prix Pino Cerami are the sequels of 2011 Grand Prix Pino Cerami and 2015 Grand Prix Pino Cerami.	2012 Grand Prix Pino Cerami is the sequel of 2011 Grand Prix Pino Cerami and 2015 Grand Prix Pino Cerami.	contradiction
2012 Grand Prix Pino Cerami and 2016 Grand Prix Pino Cerami are the sequels of 2011 Grand Prix Pino Cerami and 2015 Grand Prix Pino Cerami.	2016 Grand Prix Pino Cerami is the sequel of 2011 Grand Prix Pino Cerami and 2015 Grand Prix Pino Cerami.	contradiction
2012 Grand Prix Pino Cerami and 2016 Grand Prix Pino Cerami are the sequels of 2011 Grand Prix Pino Cerami and 2015 Grand Prix Pino Cerami.	2012 Grand Prix Pino Cerami and 2016 Grand Prix Pino Cerami are the sequels of 2011 Grand Prix Pino Cerami.	contradiction
2012 Grand Prix Pino Cerami and 2016 Grand Prix Pino Cerami are the sequels of 2011 Grand Prix Pino Cerami and 2015 Grand Prix Pino Cerami.	2012 Grand Prix Pino Cerami and 2016 Grand Prix Pino Cerami are the sequels of 2015 Grand Prix Pino Cerami.	contradiction
Alexander Sergeyevich Yakovlev and Elon Musk own Yakovlev and SpaceX.	Alexander Sergeyevich Yakovlev owns Yakovlev.	entailment
Alexander Sergeyevich Yakovlev and Elon Musk own Yakovlev and SpaceX.	Elon Musk owns SpaceX.	entailment
Alexander Sergeyevich Yakovlev and Elon Musk own Yakovlev and SpaceX.	Alexander Sergeyevich Yakovlev owns SpaceX.	contradiction
Alexander Sergeyevich Yakovlev and Elon Musk own Yakovlev and SpaceX.	Elon Musk owns Yakovlev.	contradiction
Alexander Sergeyevich Yakovlev and Elon Musk own Yakovlev and SpaceX.	Alexander Sergeyevich Yakovlev owns Yakovlev and SpaceX.	contradiction
Alexander Sergeyevich Yakovlev and Elon Musk own Yakovlev and SpaceX.	Elon Musk owns Yakovlev and SpaceX.	contradiction
Alexander Sergeyevich Yakovlev and Elon Musk own Yakovlev and SpaceX.	Alexander Sergeyevich Yakovlev and Elon Musk own Yakovlev.	contradiction
Alexander Sergeyevich Yakovlev and Elon Musk own Yakovlev and SpaceX.	Alexander Sergeyevich Yakovlev and Elon Musk own SpaceX.	contradiction
Bahamas and Saint Lucia's categories of associated people are Category:Bahamian people and Category:Saint Lucian people.	Bahamas's category of associated people is Category:Bahamian people.	entailment
Bahamas and Saint Lucia's categories of associated people are Category:Bahamian people and Category:Saint Lucian people.	Saint Lucia's category of associated people is Category:Saint Lucian people.	entailment
Bahamas and Saint Lucia's categories of associated people are Category:Bahamian people and Category:Saint Lucian people.	Bahamas's category of associated people is Category:Saint Lucian people.	contradiction
Bahamas and Saint Lucia's categories of associated people are Category:Bahamian people and Category:Saint Lucian people.	Saint Lucia's category of associated people is Category:Bahamian people.	contradiction
Bahamas and Saint Lucia's categories of associated people are Category:Bahamian people and Category:Saint Lucian people.	Bahamas's categories of associated people are Category:Bahamian people and Category:Saint Lucian people.	contradiction
Bahamas and Saint Lucia's categories of associated people are Category:Bahamian people and Category:Saint Lucian people.	Saint Lucia's categories of associated people are Category:Bahamian people and Category:Saint Lucian people.	contradiction
Bahamas and Saint Lucia's categories of associated people are Category:Bahamian people and Category:Saint Lucian people.	Bahamas and Saint Lucia's category of associated people is Category:Bahamian people.	contradiction
Bahamas and Saint Lucia's categories of associated people are Category:Bahamian people and Category:Saint Lucian people.	Bahamas and Saint Lucia's category of associated people is Category:Saint Lucian people.	contradiction
FC Twente and FC Utrecht are formed in Enschede and Utrecht.	FC Twente is formed in Enschede.	entailment
FC Twente and FC Utrecht are formed in Enschede and Utrecht.	FC Utrecht is formed in Utrecht.	entailment
FC Twente and FC Utrecht are formed in Enschede and Utrecht.	FC Twente is formed in Utrecht.	contradiction
FC Twente and FC Utrecht are formed in Enschede and Utrecht.	FC Utrecht is formed in Enschede.	contradiction
FC Twente and FC Utrecht are formed in Enschede and Utrecht.	FC Twente is formed in Enschede and Utrecht.	contradiction
FC Twente and FC Utrecht are formed in Enschede and Utrecht.	FC Utrecht is formed in Enschede and Utrecht.	contradiction
FC Twente and FC Utrecht are formed in Enschede and Utrecht.	FC Twente and FC Utrecht are formed in Enschede.	contradiction
FC Twente and FC Utrecht are formed in Enschede and Utrecht.	FC Twente and FC Utrecht are formed in Utrecht.	contradiction
2013 People's Choice Classic and 2007 Down Under Classic are followed by 2014 People's Choice Classic and 2008 Down Under Classic.	2013 People's Choice Classic is followed by 2014 People's Choice Classic.	entailment
2013 People's Choice Classic and 2007 Down Under Classic are followed by 2014 People's Choice Classic and 2008 Down Under Classic.	2007 Down Under Classic is followed by 2008 Down Under Classic.	entailment
2013 People's Choice Classic and 2007 Down Under Classic are followed by 2014 People's Choice Classic and 2008 Down Under Classic.	2013 People's Choice Classic is followed by 2008 Down Under Classic.	contradiction
2013 People's Choice Classic and 2007 Down Under Classic are followed by 2014 People's Choice Classic and 2008 Down Under Classic.	2007 Down Under Classic is followed by 2014 People's Choice Classic.	contradiction
2013 People's Choice Classic and 2007 Down Under Classic are followed by 2014 People's Choice Classic and 2008 Down Under Classic.	2013 People's Choice Classic is followed by 2014 People's Choice Classic and 2008 Down Under Classic.	contradiction
2013 People's Choice Classic and 2007 Down Under Classic are followed by 2014 People's Choice Classic and 2008 Down Under Classic.	2007 Down Under Classic is followed by 2014 People's Choice Classic and 2008 Down Under Classic.	contradiction
2013 People's Choice Classic and 2007 Down Under Classic are followed by 2014 People's Choice Classic and 2008 Down Under Classic.	2013 People's Choice Classic and 2007 Down Under Classic are followed by 2014 People's Choice Classic.	contradiction
2013 People's Choice Classic and 2007 Down Under Classic are followed by 2014 People's Choice Classic and 2008 Down Under Classic.	2013 People's Choice Classic and 2007 Down Under Classic are followed by 2008 Down Under Classic.	contradiction
The Little Mermaid and Charlotte's Web are after works by Hans Christian Andersen and E. B. White.	The Little Mermaid is after a work by Hans Christian Andersen.	entailment
The Little Mermaid and Charlotte's Web are after works by Hans Christian Andersen and E. B. White.	Charlotte's Web is after a work by E. B. White.	entailment
The Little Mermaid and Charlotte's Web are after works by Hans Christian Andersen and E. B. White.	The Little Mermaid is after a work by E. B. White.	contradiction
The Little Mermaid and Charlotte's Web are after works by Hans Christian Andersen and E. B. White.	Charlotte's Web is after a work by Hans Christian Andersen.	contradiction
The Little Mermaid and Charlotte's Web are after works by Hans Christian Andersen and E. B. White.	The Little Mermaid is after works by Hans Christian Andersen and E. B. White.	contradiction
The Little Mermaid and Charlotte's Web are after works by Hans Christian Andersen and E. B. White.	Charlotte's Web is after works by Hans Christian Andersen and E. B. White.	contradiction
The Little Mermaid and Charlotte's Web are after works by Hans Christian Andersen and E. B. White.	The Little Mermaid and Charlotte's Web are after works by Hans Christian Andersen.	contradiction
The Little Mermaid and Charlotte's Web are after works by Hans Christian Andersen and E. B. White.	The Little Mermaid and Charlotte's Web are after works by E. B. White.	contradiction
M1908 and SA-7 are followed by M1909 and SA-8.	M1908 is followed by M1909.	entailment
M1908 and SA-7 are followed by M1909 and SA-8.	SA-7 is followed by SA-8.	entailment
M1908 and SA-7 are followed by M1909 and SA-8.	M1908 is followed by SA-8.	contradiction
M1908 and SA-7 are followed by M1909 and SA-8.	SA-7 is followed by M1909.	contradiction
M1908 and SA-7 are followed by M1909 and SA-8.	M1908 is followed by M1909 and SA-8.	contradiction
M1908 and SA-7 are followed by M1909 and SA-8.	SA-7 is followed by M1909 and SA-8.	contradiction
M1908 and SA-7 are followed by M1909 and SA-8.	M1908 and SA-7 are followed by M1909.	contradiction
M1908 and SA-7 are followed by M1909 and SA-8.	M1908 and SA-7 are followed by SA-8.	contradiction
Japan women's national football team and Brazil women's national football team's captains are Saki Kumagai and Marta.	Japan women's national football team's captain is Saki Kumagai.	entailment
Japan women's national football team and Brazil women's national football team's captains are Saki Kumagai and Marta.	Brazil women's national football team's captain is Marta.	entailment
Japan women's national football team and Brazil women's national football team's captains are Saki Kumagai and Marta.	Japan women's national football team's captain is Marta.	contradiction
Japan women's national football team and Brazil women's national football team's captains are Saki Kumagai and Marta.	Brazil women's national football team's captain is Saki Kumagai.	contradiction
Japan women's national football team and Brazil women's national football team's captains are Saki Kumagai and Marta.	Japan women's national football team's captains are Saki Kumagai and Marta.	contradiction
Japan women's national football team and Brazil women's national football team's captains are Saki Kumagai and Marta.	Brazil women's national football team's captains are Saki Kumagai and Marta.	contradiction
Japan women's national football team and Brazil women's national football team's captains are Saki Kumagai and Marta.	Japan women's national football team and Brazil women's national football team's captain is Saki Kumagai.	contradiction
Japan women's national football team and Brazil women's national football team's captains are Saki Kumagai and Marta.	Japan women's national football team and Brazil women's national football team's captain is Marta.	contradiction
pathology and psychiatry are practiced by pathologist and psychiatrist.	pathology is practiced by pathologist.	entailment
pathology and psychiatry are practiced by pathologist and psychiatrist.	psychiatry is practiced by psychiatrist.	entailment
pathology and psychiatry are practiced by pathologist and psychiatrist.	pathology is practiced by psychiatrist.	contradiction
pathology and psychiatry are practiced by pathologist and psychiatrist.	psychiatry is practiced by pathologist.	contradiction
pathology and psychiatry are practiced by pathologist and psychiatrist.	pathology is practiced by pathologist and psychiatrist.	contradiction
pathology and psychiatry are practiced by pathologist and psychiatrist.	psychiatry is practiced by pathologist and psychiatrist.	contradiction
pathology and psychiatry are practiced by pathologist and psychiatrist.	pathology and psychiatry are practiced by pathologist.	contradiction
pathology and psychiatry are practiced by pathologist and psychiatrist.	pathology and psychiatry are practiced by psychiatrist.	contradiction
6th Academy Awards and 80th Academy Awards are the sequels of 5th Academy Awards and 79th Academy Awards.	6th Academy Awards is the sequel of 5th Academy Awards.	entailment
6th Academy Awards and 80th Academy Awards are the sequels of 5th Academy Awards and 79th Academy Awards.	80th Academy Awards is the sequel of 79th Academy Awards.	entailment
6th Academy Awards and 80th Academy Awards are the sequels of 5th Academy Awards and 79th Academy Awards.	6th Academy Awards is the sequel of 79th Academy Awards.	contradiction
6th Academy Awards and 80th Academy Awards are the sequels of 5th Academy Awards and 79th Academy Awards.	80th Academy Awards is the sequel of 5th Academy Awards.	contradiction
6th Academy Awards and 80th Academy Awards are the sequels of 5th Academy Awards and 79th Academy Awards.	6th Academy Awards is the sequel of 5th Academy Awards and 79th Academy Awards.	contradiction
6th Academy Awards and 80th Academy Awards are the sequels of 5th Academy Awards and 79th Academy Awards.	80th Academy Awards is the sequel of 5th Academy Awards and 79th Academy Awards.	contradiction
6th Academy Awards and 80th Academy Awards are the sequels of 5th Academy Awards and 79th Academy Awards.	6th Academy Awards and 80th Academy Awards are the sequels of 5th Academy Awards.	contradiction
6th Academy Awards and 80th Academy Awards are the sequels of 5th Academy Awards and 79th Academy Awards.	6th Academy Awards and 80th Academy Awards are the sequels of 79th Academy Awards.	contradiction
Birdy and Shaft are produced by Daniel Lanois and Isaac Hayes.	Birdy is produced by Daniel Lanois.	entailment
Birdy and Shaft are produced by Daniel Lanois and Isaac Hayes.	Shaft is produced by Isaac Hayes.	entailment
Birdy and Shaft are produced by Daniel Lanois and Isaac Hayes.	Birdy is produced by Isaac Hayes.	contradiction
Birdy and Shaft are produced by Daniel Lanois and Isaac Hayes.	Shaft is produced by Daniel Lanois.	contradiction
Birdy and Shaft are produced by Daniel Lanois and Isaac Hayes.	Birdy is produced by Daniel Lanois and Isaac Hayes.	contradiction
Birdy and Shaft are produced by Daniel Lanois and Isaac Hayes.	Shaft is produced by Daniel Lanois and Isaac Hayes.	contradiction
Birdy and Shaft are produced by Daniel Lanois and Isaac Hayes.	Birdy and Shaft are produced by Daniel Lanois.	contradiction
Birdy and Shaft are produced by Daniel Lanois and Isaac Hayes.	Birdy and Shaft are produced by Isaac Hayes.	contradiction
Salzburg Airport and José Joaquín de Olmedo International Airport are named after Wolfgang Amadeus Mozart and Simón Bolívar.	Salzburg Airport is named after Wolfgang Amadeus Mozart.	entailment
Salzburg Airport and José Joaquín de Olmedo International Airport are named after Wolfgang Amadeus Mozart and Simón Bolívar.	José Joaquín de Olmedo International Airport is named after Simón Bolívar.	entailment
Salzburg Airport and José Joaquín de Olmedo International Airport are named after Wolfgang Amadeus Mozart and Simón Bolívar.	Salzburg Airport is named after Simón Bolívar.	contradiction
Salzburg Airport and José Joaquín de Olmedo International Airport are named after Wolfgang Amadeus Mozart and Simón Bolívar.	José Joaquín de Olmedo International Airport is named after Wolfgang Amadeus Mozart.	contradiction
Salzburg Airport and José Joaquín de Olmedo International Airport are named after Wolfgang Amadeus Mozart and Simón Bolívar.	Salzburg Airport is named after Wolfgang Amadeus Mozart and Simón Bolívar.	contradiction
Salzburg Airport and José Joaquín de Olmedo International Airport are named after Wolfgang Amadeus Mozart and Simón Bolívar.	José Joaquín de Olmedo International Airport is named after Wolfgang Amadeus Mozart and Simón Bolívar.	contradiction
Salzburg Airport and José Joaquín de Olmedo International Airport are named after Wolfgang Amadeus Mozart and Simón Bolívar.	Salzburg Airport and José Joaquín de Olmedo International Airport are named after Wolfgang Amadeus Mozart.	contradiction
Salzburg Airport and José Joaquín de Olmedo International Airport are named after Wolfgang Amadeus Mozart and Simón Bolívar.	Salzburg Airport and José Joaquín de Olmedo International Airport are named after Simón Bolívar.	contradiction
Sciences Po and Charles University are located in Paris and Prague.	Sciences Po is located in Paris.	entailment
Sciences Po and Charles University are located in Paris and Prague.	Charles University is located in Prague.	entailment
Sciences Po and Charles University are located in Paris and Prague.	Sciences Po is located in Prague.	contradiction
Sciences Po and Charles University are located in Paris and Prague.	Charles University is located in Paris.	contradiction
Sciences Po and Charles University are located in Paris and Prague.	Sciences Po is located in Paris and Prague.	contradiction
Sciences Po and Charles University are located in Paris and Prague.	Charles University is located in Paris and Prague.	contradiction
Sciences Po and Charles University are located in Paris and Prague.	Sciences Po and Charles University are located in Paris.	contradiction
Sciences Po and Charles University are located in Paris and Prague.	Sciences Po and Charles University are located in Prague.	contradiction
Austria-Hungary and Holy Roman Empire are replaced by Kingdom of Romania and Confederation of the Rhine.	Austria-Hungary is replaced by Kingdom of Romania.	entailment
Austria-Hungary and Holy Roman Empire are replaced by Kingdom of Romania and Confederation of the Rhine.	Holy Roman Empire is replaced by Confederation of the Rhine.	entailment
Austria-Hungary and Holy Roman Empire are replaced by Kingdom of Romania and Confederation of the Rhine.	Austria-Hungary is replaced by Confederation of the Rhine.	contradiction
Austria-Hungary and Holy Roman Empire are replaced by Kingdom of Romania and Confederation of the Rhine.	Holy Roman Empire is replaced by Kingdom of Romania.	contradiction
Austria-Hungary and Holy Roman Empire are replaced by Kingdom of Romania and Confederation of the Rhine.	Austria-Hungary is replaced by Kingdom of Romania and Confederation of the Rhine.	contradiction
Austria-Hungary and Holy Roman Empire are replaced by Kingdom of Romania and Confederation of the Rhine.	Holy Roman Empire is replaced by Kingdom of Romania and Confederation of the Rhine.	contradiction
Austria-Hungary and Holy Roman Empire are replaced by Kingdom of Romania and Confederation of the Rhine.	Austria-Hungary and Holy Roman Empire are replaced by Kingdom of Romania.	contradiction
Austria-Hungary and Holy Roman Empire are replaced by Kingdom of Romania and Confederation of the Rhine.	Austria-Hungary and Holy Roman Empire are replaced by Confederation of the Rhine.	contradiction
Batavian Republic and French Third Republic are replaced by Kingdom of Holland and Vichy France.	Batavian Republic is replaced by Kingdom of Holland.	entailment
Batavian Republic and French Third Republic are replaced by Kingdom of Holland and Vichy France.	French Third Republic is replaced by Vichy France.	entailment
Batavian Republic and French Third Republic are replaced by Kingdom of Holland and Vichy France.	Batavian Republic is replaced by Vichy France.	contradiction
Batavian Republic and French Third Republic are replaced by Kingdom of Holland and Vichy France.	French Third Republic is replaced by Kingdom of Holland.	contradiction
Batavian Republic and French Third Republic are replaced by Kingdom of Holland and Vichy France.	Batavian Republic is replaced by Kingdom of Holland and Vichy France.	contradiction
Batavian Republic and French Third Republic are replaced by Kingdom of Holland and Vichy France.	French Third Republic is replaced by Kingdom of Holland and Vichy France.	contradiction
Batavian Republic and French Third Republic are replaced by Kingdom of Holland and Vichy France.	Batavian Republic and French Third Republic are replaced by Kingdom of Holland.	contradiction
Batavian Republic and French Third Republic are replaced by Kingdom of Holland and Vichy France.	Batavian Republic and French Third Republic are replaced by Vichy France.	contradiction
taekwondo athlete and swimmer are in the fields of taekwondo and swimming.	taekwondo athlete is in the field of taekwondo.	entailment
taekwondo athlete and swimmer are in the fields of taekwondo and swimming.	swimmer is in the field of swimming.	entailment
taekwondo athlete and swimmer are in the fields of taekwondo and swimming.	taekwondo athlete is in the field of swimming.	contradiction
taekwondo athlete and swimmer are in the fields of taekwondo and swimming.	swimmer is in the field of taekwondo.	contradiction
taekwondo athlete and swimmer are in the fields of taekwondo and swimming.	taekwondo athlete is in the fields of taekwondo and swimming.	contradiction
taekwondo athlete and swimmer are in the fields of taekwondo and swimming.	swimmer is in the fields of taekwondo and swimming.	contradiction
taekwondo athlete and swimmer are in the fields of taekwondo and swimming.	taekwondo athlete and swimmer are in the field of taekwondo.	contradiction
taekwondo athlete and swimmer are in the fields of taekwondo and swimming.	taekwondo athlete and swimmer are in the field of swimming.	contradiction
Bayer 04 Leverkusen and Sanfrecce Hiroshima are owned by Bayer and Mazda.	Bayer 04 Leverkusen is owned by Bayer.	entailment
Bayer 04 Leverkusen and Sanfrecce Hiroshima are owned by Bayer and Mazda.	Sanfrecce Hiroshima is owned by Mazda.	entailment
Bayer 04 Leverkusen and Sanfrecce Hiroshima are owned by Bayer and Mazda.	Bayer 04 Leverkusen is owned by Mazda.	contradiction
Bayer 04 Leverkusen and Sanfrecce Hiroshima are owned by Bayer and Mazda.	Sanfrecce Hiroshima is owned by Bayer.	contradiction
Bayer 04 Leverkusen and Sanfrecce Hiroshima are owned by Bayer and Mazda.	Bayer 04 Leverkusen is owned by Bayer and Mazda.	contradiction
Bayer 04 Leverkusen and Sanfrecce Hiroshima are owned by Bayer and Mazda.	Sanfrecce Hiroshima is owned by Bayer and Mazda.	contradiction
Bayer 04 Leverkusen and Sanfrecce Hiroshima are owned by Bayer and Mazda.	Bayer 04 Leverkusen and Sanfrecce Hiroshima are owned by Bayer.	contradiction
Bayer 04 Leverkusen and Sanfrecce Hiroshima are owned by Bayer and Mazda.	Bayer 04 Leverkusen and Sanfrecce Hiroshima are owned by Mazda.	contradiction
Live in the LBC & Diamonds in the Rough and Stripped are followed by Nightmare and Bridges to Babylon.	Live in the LBC & Diamonds in the Rough is followed by Nightmare.	entailment
Live in the LBC & Diamonds in the Rough and Stripped are followed by Nightmare and Bridges to Babylon.	Stripped is followed by Bridges to Babylon.	entailment
Live in the LBC & Diamonds in the Rough and Stripped are followed by Nightmare and Bridges to Babylon.	Live in the LBC & Diamonds in the Rough is followed by Bridges to Babylon.	contradiction
Live in the LBC & Diamonds in the Rough and Stripped are followed by Nightmare and Bridges to Babylon.	Stripped is followed by Nightmare.	contradiction
Live in the LBC & Diamonds in the Rough and Stripped are followed by Nightmare and Bridges to Babylon.	Live in the LBC & Diamonds in the Rough is followed by Nightmare and Bridges to Babylon.	contradiction
Live in the LBC & Diamonds in the Rough and Stripped are followed by Nightmare and Bridges to Babylon.	Stripped is followed by Nightmare and Bridges to Babylon.	contradiction
Live in the LBC & Diamonds in the Rough and Stripped are followed by Nightmare and Bridges to Babylon.	Live in the LBC & Diamonds in the Rough and Stripped are followed by Nightmare.	contradiction
Live in the LBC & Diamonds in the Rough and Stripped are followed by Nightmare and Bridges to Babylon.	Live in the LBC & Diamonds in the Rough and Stripped are followed by Bridges to Babylon.	contradiction
Hvidovre IF and Akademisk Boldklub are located in Hvidovre Municipality and Gladsaxe Municipality.	Hvidovre IF is located in Hvidovre Municipality.	entailment
Hvidovre IF and Akademisk Boldklub are located in Hvidovre Municipality and Gladsaxe Municipality.	Akademisk Boldklub is located in Gladsaxe Municipality.	entailment
Hvidovre IF and Akademisk Boldklub are located in Hvidovre Municipality and Gladsaxe Municipality.	Hvidovre IF is located in Gladsaxe Municipality.	contradiction
Hvidovre IF and Akademisk Boldklub are located in Hvidovre Municipality and Gladsaxe Municipality.	Akademisk Boldklub is located in Hvidovre Municipality.	contradiction
Hvidovre IF and Akademisk Boldklub are located in Hvidovre Municipality and Gladsaxe Municipality.	Hvidovre IF is located in Hvidovre Municipality and Gladsaxe Municipality.	contradiction
Hvidovre IF and Akademisk Boldklub are located in Hvidovre Municipality and Gladsaxe Municipality.	Akademisk Boldklub is located in Hvidovre Municipality and Gladsaxe Municipality.	contradiction
Hvidovre IF and Akademisk Boldklub are located in Hvidovre Municipality and Gladsaxe Municipality.	Hvidovre IF and Akademisk Boldklub are located in Hvidovre Municipality.	contradiction
Hvidovre IF and Akademisk Boldklub are located in Hvidovre Municipality and Gladsaxe Municipality.	Hvidovre IF and Akademisk Boldklub are located in Gladsaxe Municipality.	contradiction
M1904 and 011 are the sequels of M1903 and 010.	M1904 is the sequel of M1903.	entailment
M1904 and 011 are the sequels of M1903 and 010.	011 is the sequel of 010.	entailment
M1904 and 011 are the sequels of M1903 and 010.	M1904 is the sequel of 010.	contradiction
M1904 and 011 are the sequels of M1903 and 010.	011 is the sequel of M1903.	contradiction
M1904 and 011 are the sequels of M1903 and 010.	M1904 is the sequel of M1903 and 010.	contradiction
M1904 and 011 are the sequels of M1903 and 010.	011 is the sequel of M1903 and 010.	contradiction
M1904 and 011 are the sequels of M1903 and 010.	M1904 and 011 are the sequels of M1903.	contradiction
M1904 and 011 are the sequels of M1903 and 010.	M1904 and 011 are the sequels of 010.	contradiction
Su-17 and MD-11 are based on Su-7 and DC-10.	Su-17 is based on Su-7.	entailment
Su-17 and MD-11 are based on Su-7 and DC-10.	MD-11 is based on DC-10.	entailment
Su-17 and MD-11 are based on Su-7 and DC-10.	Su-17 is based on DC-10.	contradiction
Su-17 and MD-11 are based on Su-7 and DC-10.	MD-11 is based on Su-7.	contradiction
Su-17 and MD-11 are based on Su-7 and DC-10.	Su-17 is based on Su-7 and DC-10.	contradiction
Su-17 and MD-11 are based on Su-7 and DC-10.	MD-11 is based on Su-7 and DC-10.	contradiction
Su-17 and MD-11 are based on Su-7 and DC-10.	Su-17 and MD-11 are based on Su-7.	contradiction
Su-17 and MD-11 are based on Su-7 and DC-10.	Su-17 and MD-11 are based on DC-10.	contradiction
The Da Vinci Code and Moonraker are the sequels of Angels & Demons and Live and Let Die.	The Da Vinci Code is the sequel of Angels & Demons.	entailment
The Da Vinci Code and Moonraker are the sequels of Angels & Demons and Live and Let Die.	Moonraker is the sequel of Live and Let Die.	entailment
The Da Vinci Code and Moonraker are the sequels of Angels & Demons and Live and Let Die.	The Da Vinci Code is the sequel of Live and Let Die.	contradiction
The Da Vinci Code and Moonraker are the sequels of Angels & Demons and Live and Let Die.	Moonraker is the sequel of Angels & Demons.	contradiction
The Da Vinci Code and Moonraker are the sequels of Angels & Demons and Live and Let Die.	The Da Vinci Code is the sequel of Angels & Demons and Live and Let Die.	contradiction
The Da Vinci Code and Moonraker are the sequels of Angels & Demons and Live and Let Die.	Moonraker is the sequel of Angels & Demons and Live and Let Die.	contradiction
The Da Vinci Code and Moonraker are the sequels of Angels & Demons and Live and Let Die.	The Da Vinci Code and Moonraker are the sequels of Angels & Demons.	contradiction
The Da Vinci Code and Moonraker are the sequels of Angels & Demons and Live and Let Die.	The Da Vinci Code and Moonraker are the sequels of Live and Let Die.	contradiction
psychotherapist and evolutionary biologist are in the fields of psychotherapy and evolutionary biology.	psychotherapist is in the field of psychotherapy.	entailment
psychotherapist and evolutionary biologist are in the fields of psychotherapy and evolutionary biology.	evolutionary biologist is in the field of evolutionary biology.	entailment
psychotherapist and evolutionary biologist are in the fields of psychotherapy and evolutionary biology.	psychotherapist is in the field of evolutionary biology.	contradiction
psychotherapist and evolutionary biologist are in the fields of psychotherapy and evolutionary biology.	evolutionary biologist is in the field of psychotherapy.	contradiction
psychotherapist and evolutionary biologist are in the fields of psychotherapy and evolutionary biology.	psychotherapist is in the fields of psychotherapy and evolutionary biology.	contradiction
psychotherapist and evolutionary biologist are in the fields of psychotherapy and evolutionary biology.	evolutionary biologist is in the fields of psychotherapy and evolutionary biology.	contradiction
psychotherapist and evolutionary biologist are in the fields of psychotherapy and evolutionary biology.	psychotherapist and evolutionary biologist are in the field of psychotherapy.	contradiction
psychotherapist and evolutionary biologist are in the fields of psychotherapy and evolutionary biology.	psychotherapist and evolutionary biologist are in the field of evolutionary biology.	contradiction
Kleestadt and Presberg are located in Groß-Umstadt and Rüdesheim am Rhein.	Kleestadt is located in Groß-Umstadt.	entailment
Kleestadt and Presberg are located in Groß-Umstadt and Rüdesheim am Rhein.	Presberg is located in Rüdesheim am Rhein.	entailment
Kleestadt and Presberg are located in Groß-Umstadt and Rüdesheim am Rhein.	Kleestadt is located in Rüdesheim am Rhein.	contradiction
Kleestadt and Presberg are located in Groß-Umstadt and Rüdesheim am Rhein.	Presberg is located in Groß-Umstadt.	contradiction
Kleestadt and Presberg are located in Groß-Umstadt and Rüdesheim am Rhein.	Kleestadt is located in Groß-Umstadt and Rüdesheim am Rhein.	contradiction
